727796,CUT BANK MUNI AP,MT,-7,48.6,-112.367,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code),
1/1/1976,11:00,325,1415,201,1,13,604,1,13,61,1,13,205,1,13,486,1,13,93,1,13,110,1,23,8,A,7,3,A,7,-17.2,A,7,-20.6,A,7,76,A,7,887,A,7,0,A,7,0,A,7,96600,B,7,77777,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,257.3031235
1/1/1976,12:00,413,1415,203,1,18,362,1,18,96,1,18,211,1,18,317,1,18,118,1,18,179,1,31,9,B,8,5,B,8,-15.4,B,8,-17.4,B,8,71,B,8,886,B,8,50,B,8,0.9,B,8,96600,C,8,77777,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,257.7631457
1/1/1976,13:00,445,1415,221,1,18,238,1,18,146,1,18,231,1,18,218,1,18,162,1,18,306,1,31,9,B,8,6,B,8,-13.5,B,8,-16.6,B,8,66,B,8,885,B,8,110,B,8,1.7,B,8,96600,C,8,77777,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,258.1376352
1/1/1976,14:00,418,1415,197,1,9,142,1,9,155,1,13,211,1,9,128,1,9,173,1,13,346,1,18,10,A,7,8,A,7,-11.7,A,7,-17.8,A,7,61,A,7,884,A,7,160,A,7,2.6,A,7,96600,B,7,3050,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,259.0283055
1/1/1976,15:00,336,1415,146,1,13,126,1,9,116,1,13,156,1,13,105,1,9,131,1,13,253,1,21,10,B,8,8,B,8,-11.7,B,8,-15,B,8,65,B,8,884,B,8,110,B,8,1.7,B,8,96600,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,259.8222401
1/1/1976,16:00,203,1415,95,1,13,153,1,9,73,1,13,98,1,13,94,1,9,84,1,13,148,1,21,10,B,8,8,B,8,-11.7,B,8,-14.3,B,8,69,B,8,884,B,8,50,B,8,0.9,B,8,96600,C,8,3050,B,8,0.5,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,260.6209631
1/1/1976,17:00,42,979,27,1,13,22,1,9,25,1,13,28,1,13,12,1,9,28,1,13,54,1,21,10,A,7,8,A,7,-11.7,A,7,-15.6,A,7,73,A,7,884,A,7,0,A,7,0,A,7,96600,B,7,3050,A,7,0.5,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,260.7814143
1/1/1976,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,-11.1,B,8,-13.6,B,8,71,B,8,884,B,8,330,B,8,1.7,B,8,75133,C,8,4573,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,260.6891613
1/1/1976,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,-10.6,B,8,-13.4,B,8,69,B,8,884,B,8,310,B,8,3.5,B,8,53666,C,8,6097,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,260.8869567
1/1/1976,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-10,A,7,-15,A,7,67,A,7,884,A,7,280,A,7,5.2,A,7,32200,B,7,7620,A,7,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,261.2727965
1/1/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-9.4,B,8,-13.9,B,8,60,B,8,885,B,8,290,B,8,5.5,B,8,32200,C,8,7620,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,261.7689334
1/1/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-8.9,B,8,-14.5,B,8,54,B,8,885,B,8,290,B,8,5.9,B,8,32200,C,8,7620,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,262.2833187
1/1/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-8.3,A,7,-17.8,A,7,47,A,7,886,A,7,300,A,7,6.2,A,7,32200,B,7,7620,A,7,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,262.8204847
1/1/1976,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-8.5,B,8,-13.4,B,8,57,B,8,886,B,8,300,B,8,5.9,B,8,32200,C,8,5273,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,263.1214218
1/2/1976,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-8.7,B,8,-11.5,B,8,67,B,8,886,B,8,300,B,8,5.5,B,8,32200,C,8,2927,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,263.164005
1/2/1976,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-8.9,A,7,-12.2,A,7,77,A,7,886,A,7,300,A,7,5.2,A,7,32200,B,7,580,A,7,0.6,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,263.0854546
1/2/1976,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-8.9,B,8,-9.5,B,8,78,B,8,886,B,8,310,B,8,5.5,B,8,32200,C,8,700,B,8,0.6,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,263.0091539
1/2/1976,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-8.9,B,8,-9.3,B,8,80,B,8,887,B,8,330,B,8,5.9,B,8,32200,C,8,820,B,8,0.6,E,8,0,?,0,0,?,0,0,1,D,9,71,C,8,262.9711495
1/2/1976,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-8.9,A,7,-11.7,A,7,81,A,7,887,A,7,340,A,7,6.2,A,7,32200,B,7,940,A,7,0.6,E,8,0,?,0,0,?,0,0,1,D,9,71,C,8,262.9523307
1/2/1976,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-9.6,B,8,-10,B,8,82,B,8,888,B,8,340,B,8,6.7,B,8,24133,C,8,940,B,8,0.6,E,8,0,?,0,0,?,0,0,1,D,9,71,C,8,263.6654994
1/2/1976,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,-10.4,B,8,-10.6,B,8,83,B,8,888,B,8,350,B,8,7.2,B,8,16066,C,8,940,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,71,C,8,262.6824034
1/2/1976,8:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-11.1,A,7,-13.3,A,7,84,A,7,889,A,7,350,A,7,7.7,A,7,8000,B,7,940,A,7,0.5,E,8,0,?,0,0,?,0,0,1,D,9,71,C,8,261.164461
1/2/1976,9:00,31,861,11,1,13,11,1,9,10,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,B,8,10,B,8,-12,B,8,-12.7,B,8,83,B,8,890,B,8,350,B,8,7.5,B,8,6933,C,8,780,B,8,0.5,E,8,0,F,8,0,?,0,0,1,D,9,45,C,8,260.8164519
1/2/1976,10:00,188,1415,45,1,13,7,1,9,44,1,13,50,1,13,1,1,9,50,1,13,148,1,21,10,B,8,10,B,8,-13,B,8,-13.5,B,8,81,B,8,891,B,8,360,B,8,7.4,B,8,5866,C,8,620,B,8,0.5,E,8,0,F,8,0,?,0,0,1,D,9,45,C,8,259.0398336
1/2/1976,11:00,326,1415,106,1,13,3,1,9,105,1,13,116,1,13,2,1,9,115,1,13,332,1,21,10,A,7,10,A,7,-13.9,A,7,-16.7,A,7,80,A,7,892,A,7,360,A,7,7.2,A,7,4800,B,7,460,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,45,C,8,259.2701513
1/2/1976,12:00,414,1415,174,1,9,48,1,9,160,1,13,190,1,9,44,1,9,177,1,13,382,1,18,10,B,8,9,B,8,-13.7,B,8,-14.6,B,8,78,B,8,892,B,8,360,B,8,6.3,B,8,8566,C,8,560,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,45,C,8,257.977394
1/2/1976,13:00,447,1415,150,1,9,58,1,9,132,1,13,165,1,9,54,1,9,148,1,13,346,1,18,10,B,8,9,B,8,-13.5,B,8,-14.9,B,8,75,B,8,892,B,8,360,B,8,5.5,B,8,12333,C,8,660,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,45,C,8,257.5852447
1/2/1976,14:00,421,1415,154,1,9,113,1,9,120,1,13,167,1,9,103,1,9,136,1,13,268,1,18,10,A,7,8,A,7,-13.3,A,7,-17.2,A,7,73,A,7,892,A,7,360,A,7,4.6,A,7,16100,B,7,760,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,71,C,8,257.9188034
1/2/1976,15:00,338,1415,162,1,18,195,1,18,115,1,18,174,1,18,163,1,18,134,1,18,251,1,31,9,B,8,7,B,8,-14.8,B,8,-16.1,B,8,76,B,8,892,B,8,350,B,8,3.9,B,8,21466,C,8,1523,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,258.4756164
1/2/1976,16:00,206,1415,74,1,18,151,1,18,52,1,18,78,1,18,94,1,18,64,1,18,97,1,31,8,B,8,6,B,8,-16.3,B,8,-17,B,8,80,B,8,892,B,8,350,B,8,3.3,B,8,26833,C,8,2287,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,258.2479152
1/2/1976,17:00,45,1002,23,1,13,75,1,13,18,1,13,23,1,13,21,1,13,22,1,13,32,1,23,7,A,7,5,A,7,-17.8,A,7,-20,A,7,83,A,7,892,A,7,340,A,7,2.6,A,7,32200,B,7,3050,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,257.203422
1/2/1976,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,3,B,8,-19.6,B,8,-19.6,B,8,89,B,8,892,B,8,350,B,8,1.7,B,8,32200,C,8,77777,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,255.3691816
1/2/1976,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,2,B,8,-21.5,B,8,-21.5,B,8,94,B,8,892,B,8,350,B,8,0.9,B,8,32200,C,8,77777,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,253.3516352
1/2/1976,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,-23.3,A,7,-23.3,A,7,100,A,7,892,A,7,0,A,7,0,A,7,32200,B,7,77777,A,7,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,251.4698661
1/2/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,-23.3,B,8,-23.3,B,8,89,B,8,892,B,8,0,B,8,0,B,8,32200,C,8,77777,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,250.2224379
1/2/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,-23.3,B,8,-24,B,8,78,B,8,892,B,8,0,B,8,0,B,8,32200,C,8,77777,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.5360526
1/2/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,-23.3,A,7,-27.8,A,7,67,A,7,891,A,7,0,A,7,0,A,7,32200,B,7,77777,A,7,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.1616057
1/2/1976,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,3,B,8,-22.9,B,8,-24.9,B,8,67,B,8,891,B,8,0,B,8,0,B,8,25233,C,8,77777,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.0709926
1/3/1976,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,7,B,8,-22.6,B,8,-24.5,B,8,67,B,8,890,B,8,0,B,8,0,B,8,18266,C,8,77777,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.1877722
1/3/1976,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-22.2,A,7,-26.7,A,7,67,A,7,889,A,7,0,A,7,0,A,7,11300,B,7,120,A,7,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.4265505
1/3/1976,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,9,B,8,-21.8,B,8,-23.6,B,8,68,B,8,889,B,8,50,B,8,1.2,B,8,11300,C,8,110,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,249.7454691
1/3/1976,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,8,B,8,-21.5,B,8,-23,B,8,70,B,8,888,B,8,90,B,8,2.4,B,8,11300,C,8,100,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,250.0717328
1/3/1976,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,7,A,7,-21.1,A,7,-25,A,7,71,A,7,887,A,7,140,A,7,3.6,A,7,11300,B,7,90,A,7,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,250.4148594
1/3/1976,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,7,B,8,-20.5,B,8,-22,B,8,72,B,8,886,B,8,140,B,8,3.6,B,8,11300,C,8,1077,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,250.8501474
1/3/1976,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,7,B,8,-20,B,8,-21.4,B,8,74,B,8,886,B,8,150,B,8,3.6,B,8,11300,C,8,2063,B,8,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,251.3354912
1/3/1976,8:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,7,A,7,-19.4,A,7,-22.8,A,7,75,A,7,885,A,7,150,A,7,3.6,A,7,11300,B,7,3050,A,7,0.3,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,251.8586908
1/3/1976,9:00,32,861,11,1,13,12,1,9,10,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,B,8,8,B,8,-18.7,B,8,-20.4,B,8,75,B,8,885,B,8,140,B,8,3.8,B,8,34366,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,252.4833387
1/3/1976,10:00,188,1415,76,1,13,52,1,9,69,1,13,83,1,13,38,1,9,78,1,13,150,1,21,10,B,8,8,B,8,-17.9,B,8,-19.2,B,8,76,B,8,884,B,8,140,B,8,3.9,B,8,57433,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,253.1334257
1/3/1976,11:00,327,1415,120,1,13,70,1,9,104,1,13,131,1,13,60,1,9,117,1,13,252,1,21,10,A,7,9,A,7,-17.2,A,7,-20.6,A,7,76,A,7,884,A,7,130,A,7,4.1,A,7,80500,B,7,3050,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,253.6564919
1/3/1976,12:00,416,1415,193,1,9,232,1,9,124,1,13,202,1,9,208,1,9,141,1,13,252,1,18,10,B,8,8,B,8,-16.5,B,8,-17.6,B,8,76,B,8,883,B,8,140,B,8,4.6,B,8,80500,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,254.4159812
1/3/1976,13:00,449,1415,126,1,9,90,1,9,98,1,13,140,1,9,84,1,9,113,1,13,221,1,18,10,B,8,8,B,8,-15.7,B,8,-16.9,B,8,76,B,8,882,B,8,140,B,8,5.2,B,8,80500,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,255.1530213
1/3/1976,14:00,423,1415,136,1,13,19,1,13,130,1,13,150,1,13,12,1,13,147,1,13,441,1,23,10,A,7,7,A,7,-15,A,7,-18.3,A,7,76,A,7,881,A,7,150,A,7,5.7,A,7,80500,B,7,3050,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,255.5450027
1/3/1976,15:00,341,1415,144,1,18,179,1,18,100,1,18,150,1,18,147,1,18,115,1,18,199,1,31,9,B,8,6,B,8,-15.4,B,8,-16.6,B,8,76,B,8,881,B,8,150,B,8,5.3,B,8,80500,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,256.3566336
1/3/1976,16:00,209,1415,84,1,18,262,1,18,46,1,18,89,1,18,169,1,18,64,1,18,83,1,31,7,B,8,5,B,8,-15.7,B,8,-17,B,8,76,B,8,880,B,8,150,B,8,5,B,8,80500,C,8,3050,B,8,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,257.796167
1/3/1976,17:00,47,1026,23,1,13,98,1,13,15,1,13,21,1,13,33,1,13,19,1,13,26,1,23,6,A,7,4,A,7,-16.1,A,7,-19.4,A,7,76,A,7,880,A,7,150,A,7,4.6,A,7,80500,B,7,3050,A,7,0.4,E,8,0,F,8,0,?,0,0,1,D,9,0,C,8,258.1228737
1/3/1976,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,3,B,8,-13.5,B,8,-18.5,B,8,61,B,8,880,B,8,170,B,8,5.1,B,8,64400,C,8,77777,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,258.4003904
1/3/1976,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,B,8,1,B,8,-10.9,B,8,-19.4,B,8,47,B,8,879,B,8,180,B,8,5.7,B,8,48300,C,8,77777,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,259.2674268
1/3/1976,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,-8.3,A,7,-22.2,A,7,32,A,7,879,A,7,200,A,7,6.2,A,7,32200,B,7,77777,A,7,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,261.0985046
1/3/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,-6.5,B,8,-15.7,B,8,42,B,8,879,B,8,220,B,8,7.6,B,8,32200,C,8,77777,B,8,0.4,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,263.0662249
1/3/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,-4.6,B,8,-11,B,8,53,B,8,878,B,8,230,B,8,8.9,B,8,32200,C,8,77777,B,8,0.5,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,264.9642422
1/3/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,-2.8,A,7,-8.9,A,7,63,A,7,878,A,7,250,A,7,10.3,A,7,32200,B,7,77777,A,7,0.7,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,266.8164897
1/3/1976,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,B,8,5,B,8,-2.8,B,8,-6,B,8,65,B,8,878,B,8,250,B,8,10.1,B,8,32200,C,8,77777,B,8,0.7,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,267.9736958
1/4/1976,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,7,B,8,-2.8,B,8,-5.6,B,8,67,B,8,877,B,8,260,B,8,10,B,8,32200,C,8,77777,B,8,0.7,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,268.4888123
1/4/1976,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-2.8,A,7,-7.8,A,7,69,A,7,877,A,7,260,A,7,9.8,A,7,32200,B,7,2440,A,7,0.7,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,268.7275165
1/4/1976,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,B,8,7,B,8,-3.7,B,8,-6.2,B,8,69,B,8,877,B,8,260,B,8,8.6,B,8,32200,C,8,77777,B,8,0.7,E,8,0,?,0,0,?,0,0,1,D,9,0,C,8,270.1824947
