722780,PHOENIX SKY HARBOR INTL AP,AZ,-7,33.45,-111.983,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code),
1/1/2002,12:00,741,1415,537,2,9,867,2,21,81,2,9,570,2,9,858,2,21,118,2,9,184,2,25,0,E,9,0,E,9,16.7,A,7,2.2,A,7,38,A,7,980,A,7,90,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,291.4504914
1/1/2002,13:00,780,1415,584,2,9,909,2,21,81,2,9,609,2,9,893,2,21,115,2,9,173,2,25,0,E,9,0,E,9,16.7,A,7,2.2,A,7,38,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,293.2700119
1/1/2002,14:00,745,1415,552,2,9,904,2,21,74,2,9,577,2,9,885,2,21,109,2,9,163,2,25,0,E,9,0,E,9,17.8,A,7,2.8,A,7,37,A,7,978,A,7,360,B,8,2.1,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,295.2148604
1/1/2002,15:00,639,1415,485,2,9,702,2,21,167,2,9,507,2,9,690,2,21,193,2,9,343,2,25,0,E,9,0,E,9,17.8,A,7,2.8,A,7,37,A,7,978,A,7,360,B,8,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,295.0886794
1/1/2002,16:00,469,1415,225,2,9,221,2,21,151,2,9,242,2,9,207,2,21,173,2,9,343,2,25,0,E,9,0,E,9,18.3,A,7,2.2,A,7,34,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,292.0348663
1/1/2002,17:00,247,1415,188,2,9,439,2,21,111,2,9,182,2,9,303,2,21,129,2,9,223,2,25,2,E,9,1,E,9,18.9,A,7,2.2,A,7,33,A,7,978,A,7,240,A,7,2.6,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,292.6424082
1/1/2002,18:00,30,696,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,2,E,9,1,E,9,17.2,A,7,2.2,A,7,36,A,7,979,A,7,240,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,289.6170323
1/1/2002,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,15,A,7,3.3,A,7,45,A,7,979,A,7,220,A,7,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.1250197
1/1/2002,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,15,A,7,2.8,A,7,44,A,7,979,A,7,230,A,7,2.1,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,286.7758956
1/1/2002,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,14.4,A,7,2.8,A,7,46,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,286.4175158
1/1/2002,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,13.3,A,7,2.8,A,7,49,A,7,980,A,7,90,A,7,2.6,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,285.7998545
1/1/2002,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,13.9,A,7,1.1,A,7,42,A,7,980,A,7,60,A,7,4.6,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,285.4668256
1/1/2002,24:00:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,12.8,A,7,0.6,A,7,43,A,7,979,A,7,80,A,7,4.6,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,285.072533
1/2/2002,1:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,3,E,9,13.3,A,7,0.6,A,7,42,A,7,979,A,7,90,A,7,4.1,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.8292915
1/2/2002,2:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,3,E,9,12.8,A,7,0,A,7,41,A,7,979,A,7,90,A,7,3.6,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.6460747
1/2/2002,3:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,4,E,9,12.8,A,7,-0.6,A,7,39,A,7,980,A,7,80,A,7,4.1,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.4628744
1/2/2002,4:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,2,E,9,12.8,A,7,-1.1,A,7,38,A,7,980,A,7,70,A,7,3.6,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.3761766
1/2/2002,5:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,11.1,A,7,-1.1,A,7,42,A,7,980,A,7,80,A,7,1.5,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.2674018
1/2/2002,6:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,1,E,9,11.1,A,7,-1.1,A,7,42,A,7,979,A,7,50,A,7,3.6,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.9338534
1/2/2002,7:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,1,E,9,12.8,A,7,-2.2,A,7,34,A,7,980,A,7,60,A,7,3.1,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.3503387
1/2/2002,8:00,23,625,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,3,E,9,2,E,9,12.2,A,7,-2.2,A,7,36,A,7,981,A,7,80,A,7,5.2,A,7,16000,B,7,7620,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.6643334
1/2/2002,9:00,233,1415,58,2,9,53,2,21,49,2,9,64,2,9,38,2,21,57,2,9,104,2,25,3,E,9,2,E,9,12.8,A,7,-2.2,A,7,34,A,7,982,A,7,80,A,7,2.6,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.9325379
1/2/2002,10:00,458,1415,269,2,9,480,2,21,113,2,9,280,2,9,435,2,21,139,2,9,215,2,25,6,E,9,3,E,9,15,A,7,-2.2,A,7,30,A,7,982,A,7,70,A,7,6.2,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,285.9787141
1/2/2002,11:00,632,1415,391,2,9,646,2,21,102,2,9,410,2,9,627,2,21,129,2,9,209,2,25,3,E,9,2,E,9,16.1,A,7,-2.2,A,7,28,A,7,982,A,7,60,A,7,6.7,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,288.5367499
1/2/2002,12:00,742,1415,457,2,9,469,2,21,210,2,9,475,2,9,472,2,21,227,2,9,463,2,25,6,E,9,3,E,9,17.2,A,7,-2.8,A,7,25,A,7,981,A,7,70,A,7,6.2,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,290.4179566
1/2/2002,13:00,782,1415,292,2,9,48,2,21,265,2,9,320,2,9,48,2,21,293,2,9,806,2,25,7,E,9,4,E,9,17.2,A,7,-3.9,A,7,22,A,7,981,A,7,70,A,7,7.2,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.9036387
1/2/2002,14:00,748,1415,292,2,9,55,2,21,263,2,9,321,2,9,55,2,21,291,2,9,777,2,25,9,E,9,4,E,9,17.2,A,7,-2.8,A,7,25,A,7,980,A,7,60,A,7,4.6,A,7,16000,B,7,6096,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.2939649
1/2/2002,15:00,642,1415,278,2,9,125,2,21,221,2,9,300,2,9,126,2,21,243,2,9,535,2,25,9,E,9,4,E,9,18.3,A,7,-2.8,A,7,23,A,7,980,A,7,70,A,7,5.7,A,7,16000,B,7,6096,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,288.0408916
1/2/2002,16:00,472,1415,129,2,9,0,2,21,129,2,9,145,2,9,0,2,21,145,2,9,469,2,25,8,E,9,4,E,9,18.3,A,7,-2.8,A,7,23,A,7,979,A,7,60,A,7,5.2,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,288.5285569
1/2/2002,17:00,250,1415,184,2,9,379,2,21,116,2,9,185,2,9,263,2,21,138,2,9,257,2,25,8,E,9,3,E,9,17.8,A,7,-2.2,A,7,25,A,7,980,A,7,60,A,7,5.2,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,290.5006494
1/2/2002,18:00,32,719,0,2,9,61,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,2,E,9,1,E,9,16.7,A,7,-1.7,A,7,28,A,7,980,A,7,60,A,7,3.6,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,289.1902614
1/2/2002,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,1,E,9,16.1,A,7,-1.1,A,7,30,A,7,980,A,7,60,A,7,5.2,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,289.1175176
1/2/2002,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,2,E,9,14.4,A,7,-1.1,A,7,34,A,7,980,A,7,80,A,7,4.1,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.1014309
1/2/2002,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,1,E,9,13.9,A,7,-1.1,A,7,35,A,7,979,A,7,80,A,7,4.1,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,286.477601
1/2/2002,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,12.2,A,7,-1.1,A,7,39,A,7,979,A,7,90,A,7,3.1,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.1004737
1/2/2002,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,12.2,A,7,-1.1,A,7,39,A,7,979,A,7,90,A,7,2.1,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.8943887
1/2/2002,24:00:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,11.7,A,7,0,A,7,44,A,7,978,A,7,80,A,7,2.6,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.6356634
1/3/2002,1:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,11.7,A,7,-1.1,A,7,41,A,7,978,A,7,100,A,7,2.1,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.415803
1/3/2002,2:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.1,A,7,-0.6,A,7,44,A,7,978,A,7,100,A,7,1.5,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.119464
1/3/2002,3:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,2,E,9,11.1,A,7,-1.1,A,7,42,A,7,978,A,7,90,A,7,2.6,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.8617453
1/3/2002,4:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,3,E,9,11.1,A,7,-1.1,A,7,42,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.7381269
1/3/2002,5:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,3,E,9,10,A,7,0,A,7,50,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.3352856
1/3/2002,6:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,10,A,7,0,A,7,50,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,281.9275339
1/3/2002,7:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,10,A,7,-0.6,A,7,47,A,7,978,A,7,90,A,7,1.5,A,7,16000,B,7,6096,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,281.7272217
1/3/2002,8:00,23,625,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,2,B,8,1,B,8,10.6,A,7,-0.6,A,7,46,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,7010,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,281.830678
1/3/2002,9:00,233,1415,93,2,9,212,2,21,58,2,9,98,2,9,143,2,21,75,2,9,109,2,25,3,E,9,2,E,9,12.2,A,7,-0.6,A,7,41,A,7,980,A,7,100,A,7,1.5,A,7,16000,B,7,7620,A,7,1.2,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.2048683
1/3/2002,10:00,458,1415,315,2,9,715,2,21,82,2,9,325,2,9,643,2,21,115,2,9,154,2,25,4,E,9,2,E,9,15,A,7,-1.1,A,7,33,A,7,981,A,7,80,A,7,5.2,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,286.6397521
1/3/2002,11:00,633,1415,412,2,9,565,2,21,159,2,9,432,2,9,555,2,21,183,2,9,324,2,25,8,E,9,8,A,7,16.1,A,7,-1.1,A,7,30,A,7,981,A,7,70,A,7,4.6,A,7,16000,B,7,7620,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,288.8302066
1/3/2002,12:00,744,1415,194,2,9,12,2,21,188,2,9,224,2,9,10,2,21,218,2,9,784,2,25,2,E,9,2,E,9,17.2,A,7,-1.1,A,7,28,A,7,979,A,7,90,A,7,4.6,A,7,16000,B,7,4572,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.7265836
1/3/2002,13:00,784,1415,243,2,9,12,2,21,236,2,9,276,2,9,11,2,21,270,2,9,945,2,25,7,E,9,6,E,9,17.2,A,7,-1.1,A,7,28,A,7,978,A,7,50,A,7,2.6,A,7,16000,B,7,4572,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.114839
1/3/2002,14:00,750,1415,272,2,9,31,2,21,256,2,9,306,2,9,28,2,21,291,2,9,964,2,25,9,E,9,7,E,9,17.8,A,7,-1.1,A,7,27,A,7,977,A,7,70,A,7,3.6,A,7,16000,B,7,4572,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.0281102
1/3/2002,15:00,645,1415,228,2,9,31,2,21,213,2,9,254,2,9,27,2,21,242,2,9,778,2,25,9,E,9,7,E,9,18.3,A,7,-0.6,A,7,28,A,7,977,A,7,80,A,7,3.1,A,7,16000,B,7,4572,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.4978924
1/3/2002,16:00,475,1415,163,2,9,33,2,21,152,2,9,179,2,9,31,2,21,168,2,9,397,2,25,7,E,9,4,E,9,18.3,A,7,-0.6,A,7,28,A,7,977,A,7,0,A,7,0,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,288.1045189
1/3/2002,17:00,254,1415,197,2,9,430,2,21,120,2,9,199,2,9,300,2,21,144,2,9,268,2,25,8,E,9,6,E,9,18.3,A,7,-0.6,A,7,28,A,7,977,A,7,320,A,7,2.1,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,290.8342637
1/3/2002,18:00,33,743,1,2,9,73,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,8,E,9,6,E,9,17.2,A,7,0,A,7,31,A,7,977,A,7,280,A,7,3.1,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,289.792208
1/3/2002,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,4,E,9,17.2,A,7,0,A,7,31,A,7,977,A,7,290,A,7,3.1,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,289.4523029
1/3/2002,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,7,E,9,15.6,A,7,1.1,A,7,37,A,7,977,A,7,260,A,7,2.1,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,287.7553753
1/3/2002,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,6,E,9,13.9,A,7,1.7,A,7,44,A,7,977,A,7,230,A,7,2.1,A,7,16000,B,7,4572,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,286.2498632
1/3/2002,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,14.4,A,7,0.6,A,7,39,A,7,978,A,7,300,A,7,2.1,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,285.9560488
1/3/2002,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.7,A,7,2.2,A,7,52,A,7,978,A,7,210,A,7,2.1,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.6077139
1/3/2002,24:00:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,12.2,A,7,0.6,A,7,45,A,7,977,A,7,260,A,7,1.5,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,284.0539584
1/4/2002,1:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.1,A,7,1.1,A,7,50,A,7,977,A,7,310,A,7,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,283.5354173
1/4/2002,2:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,10.6,A,7,0.6,A,7,50,A,7,978,A,7,270,A,7,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.9204336
1/4/2002,3:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,10,A,7,1.1,A,7,54,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,282.3361053
1/4/2002,4:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.9,A,7,1.7,A,7,61,A,7,977,A,7,120,A,7,1.5,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8,281.2919975
