722317,BATON ROUGE RYAN ARPT,LA,-6,30.533,-91.15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code),
1/1/1997,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1018,A,7,190,A,7,1.5,A,7,400,B,7,30,A,7,2.9,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,290.8
1/1/1997,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,18.3,A,7,18.3,A,7,100,A,7,1018,A,7,0,A,7,0,A,7,400,B,7,30,A,7,2.9,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,290.1418041
1/1/1997,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,0,A,7,0,A,7,400,B,7,30,A,7,2.9,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.7482992
1/1/1997,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,0,A,7,0,A,7,400,B,7,30,A,7,2.9,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.4641452
1/1/1997,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,18,A,7,18,A,7,100,A,7,1017,A,7,0,A,7,0,A,7,400,B,7,15,A,7,2.9,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.3970941
1/1/1997,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,0,A,7,0,A,7,300,B,7,30,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.3382523
1/1/1997,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,30,A,7,1.5,A,7,300,B,7,30,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.2720492
1/1/1997,8:00,116,1332,13,1,24,0,1,27,13,1,24,16,1,24,0,1,27,16,1,24,50,1,43,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,50,A,7,1.5,A,7,300,B,7,30,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,289.1949316
1/1/1997,9:00,370,1415,52,1,24,0,1,27,52,1,24,61,1,24,0,1,27,61,1,24,212,1,43,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1018,A,7,0,A,7,0,A,7,1600,B,7,122,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.9935645
1/1/1997,10:00,583,1415,88,1,24,0,1,27,88,1,24,104,1,24,0,1,27,104,1,24,386,1,43,10,E,9,10,A,7,18.3,A,7,17.8,A,7,97,A,7,1018,A,7,0,A,7,0,A,7,1600,B,7,122,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,288.8705339
1/1/1997,11:00,738,1415,115,1,24,0,1,27,115,1,24,137,1,24,0,1,27,137,1,24,531,1,43,10,E,9,10,A,7,19.4,A,7,18.3,A,7,93,A,7,1018,A,7,0,A,7,0,A,7,3200,B,7,122,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.1512377
1/1/1997,12:00,823,1415,130,1,24,0,1,27,130,1,24,156,1,24,0,1,27,156,1,24,616,1,43,10,E,9,10,A,7,19.4,A,7,18.3,A,7,93,A,7,1017,A,7,0,A,7,0,A,7,4000,B,7,183,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.3896241
1/1/1997,13:00,834,1415,275,1,24,28,1,27,258,1,24,313,1,24,25,1,27,298,1,24,1042,1,43,9,E,9,9,A,7,20.6,A,7,18.3,A,7,87,A,7,1016,A,7,0,A,7,0,A,7,4000,B,7,518,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.6310933
1/1/1997,14:00,769,1415,380,1,24,238,1,27,251,1,24,414,1,24,246,1,27,280,1,24,647,1,43,9,E,9,9,A,7,20.6,A,7,17.8,A,7,84,A,7,1015,A,7,260,A,7,2.1,A,7,6400,B,7,610,A,7,2.8,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.2143455
1/1/1997,15:00,633,1415,226,1,24,77,1,27,191,1,24,248,1,24,76,1,27,214,1,24,549,1,43,9,E,9,9,A,7,20.6,A,7,17.8,A,7,84,A,7,1015,A,7,310,A,7,2.1,A,7,11200,B,7,1829,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.9338168
1/1/1997,16:00,435,1415,238,1,24,476,1,27,92,1,24,252,1,24,425,1,27,121,1,24,171,1,43,5,E,9,5,A,7,20,A,7,17.8,A,7,87,A,7,1015,A,7,280,A,7,2.6,A,7,12800,B,7,77777,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,294.5998351
1/1/1997,17:00,189,1415,54,1,24,53,1,27,47,1,24,59,1,24,34,1,27,54,1,24,99,1,43,5,E,9,5,A,7,18.9,A,7,17.2,A,7,90,A,7,1015,A,7,200,A,7,1.5,A,7,12800,B,7,77777,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,294.0615636
1/1/1997,18:00,6,318,1,1,24,57,1,27,0,1,24,0,1,24,0,1,27,0,1,24,0,1,43,0,E,9,0,A,7,17.8,A,7,17.2,A,7,96,A,7,1015,A,7,0,A,7,0,A,7,11200,B,7,77777,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.024888
1/1/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,E,9,3,A,7,17.2,A,7,17.2,A,7,100,A,7,1015,A,7,70,A,7,1.5,A,7,9600,B,7,77777,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.6425062
1/1/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,E,9,2,A,7,16.1,A,7,15.6,A,7,97,A,7,1016,A,7,0,A,7,0,A,7,4800,B,7,77777,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.2848207
1/1/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,E,9,9,A,7,16.1,A,7,15.6,A,7,97,A,7,1016,A,7,0,A,7,0,A,7,4000,B,7,945,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,288.4049512
1/1/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1017,A,7,60,A,7,1.5,A,7,3200,B,7,1006,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,288.3130444
1/1/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1017,A,7,0,A,7,0,A,7,2400,B,7,975,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,288.483753
1/1/1997,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16,A,7,16,A,7,100,A,7,1016,A,7,150,A,7,2.1,A,7,400,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,288.1705827
1/2/1997,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16.1,A,7,16.1,A,7,100,A,7,1016,A,7,0,A,7,0,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,287.8208024
1/2/1997,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16.7,A,7,16.7,A,7,100,A,7,1015,A,7,0,A,7,0,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,287.8741387
1/2/1997,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16.7,A,7,16.7,A,7,100,A,7,1016,A,7,0,A,7,0,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.0158194
1/2/1997,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16.7,A,7,16.7,A,7,100,A,7,1015,A,7,0,A,7,0,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.0801827
1/2/1997,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,16.7,A,7,16.7,A,7,100,A,7,1015,A,7,160,A,7,3.1,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.1095945
1/2/1997,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1015,A,7,150,A,7,2.1,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.2934915
1/2/1997,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1016,A,7,0,A,7,0,A,7,400,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.4749373
1/2/1997,8:00,115,1332,12,1,24,0,1,27,12,1,24,14,1,24,0,1,27,14,1,24,47,1,43,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1016,A,7,90,A,7,2.1,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,45,C,8,288.5140593
1/2/1997,9:00,369,1415,46,1,24,0,1,27,46,1,24,55,1,24,0,1,27,55,1,24,191,1,43,10,E,9,10,A,7,17.2,A,7,17.2,A,7,100,A,7,1017,A,7,100,A,7,2.1,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,44,C,8,288.3858124
1/2/1997,10:00,583,1415,82,1,24,0,1,27,82,1,24,98,1,24,0,1,27,98,1,24,364,1,43,10,E,9,10,A,7,17.8,A,7,17.8,A,7,100,A,7,1017,A,7,120,A,7,2.1,A,7,300,B,7,30,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,288.3409788
1/2/1997,11:00,738,1415,109,1,24,0,1,27,109,1,24,131,1,24,0,1,27,131,1,24,508,1,43,10,E,9,10,A,7,18.9,A,7,18.9,A,7,100,A,7,1017,A,7,180,A,7,3.6,A,7,1600,B,7,91,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,44,C,8,288.6756213
1/2/1997,12:00,825,1415,124,1,24,0,1,27,124,1,24,149,1,24,0,1,27,149,1,24,592,1,43,10,E,9,10,A,7,20,A,7,18.9,A,7,93,A,7,1015,A,7,190,A,7,3.6,A,7,4000,B,7,152,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.3472039
1/2/1997,13:00,836,1415,151,1,24,0,1,27,151,1,24,179,1,24,0,1,27,179,1,24,702,1,43,10,E,9,10,A,7,20,A,7,18.9,A,7,93,A,7,1015,A,7,190,A,7,4.6,A,7,4000,B,7,213,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,289.7273393
1/2/1997,14:00,772,1415,137,1,24,0,1,27,137,1,24,162,1,24,0,1,27,162,1,24,626,1,43,10,E,9,10,A,7,21.1,A,7,18.9,A,7,87,A,7,1014,A,7,200,A,7,3.1,A,7,6400,B,7,366,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.2941134
1/2/1997,15:00,636,1415,130,1,24,0,1,27,130,1,24,151,1,24,0,1,27,151,1,24,549,1,43,10,E,9,10,A,7,21.7,A,7,19.4,A,7,87,A,7,1014,A,7,260,A,7,4.1,A,7,16000,B,7,823,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.0312079
1/2/1997,16:00,438,1415,180,1,24,45,1,27,166,1,24,197,1,24,42,1,27,184,1,24,403,1,43,10,E,9,9,A,7,22.2,A,7,18.3,A,7,79,A,7,1014,A,7,190,A,7,2.6,A,7,16000,B,7,1676,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.8302874
1/2/1997,17:00,193,1415,28,1,24,0,1,27,28,1,24,32,1,24,0,1,27,32,1,24,105,1,43,10,E,9,10,A,7,21.1,A,7,18.9,A,7,87,A,7,1014,A,7,170,A,7,2.6,A,7,16000,B,7,1829,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.1573084
1/2/1997,18:00,7,342,0,1,24,0,1,27,0,1,24,0,1,24,0,1,27,0,1,24,0,1,43,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1014,A,7,160,A,7,1.5,A,7,16000,B,7,762,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.0955794
1/2/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.9,A,7,90,A,7,1014,A,7,200,A,7,3.6,A,7,16000,B,7,610,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.0256775
1/2/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.9,A,7,90,A,7,1014,A,7,200,A,7,3.6,A,7,16000,B,7,457,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.9937419
1/2/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,19.4,A,7,96,A,7,1014,A,7,200,A,7,3.1,A,7,16000,B,7,274,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.7797833
1/2/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,18.9,A,7,93,A,7,1014,A,7,210,A,7,3.6,A,7,16000,B,7,732,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.5631172
1/2/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,19,A,7,94,A,7,1014,A,7,230,A,7,3.6,A,7,16100,B,7,420,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.4625036
1/2/1997,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,18.9,A,7,93,A,7,1014,A,7,240,A,7,4.1,A,7,16000,B,7,549,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.4163192
1/3/1997,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,19,A,7,94,A,7,1014,A,7,230,A,7,3.6,A,7,12900,B,7,540,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.3952192
1/3/1997,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,19.4,A,7,18.9,A,7,97,A,7,1014,A,7,240,A,7,2.6,A,7,16000,B,7,457,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.1864111
1/3/1997,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,19.4,A,7,18.9,A,7,97,A,7,1013,A,7,230,A,7,3.1,A,7,16000,B,7,366,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.9721121
1/3/1997,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,18.3,A,7,90,A,7,1013,A,7,220,A,7,5.2,A,7,16000,B,7,732,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.0764819
1/3/1997,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20,A,7,18.3,A,7,90,A,7,1013,A,7,230,A,7,2.6,A,7,16000,B,7,732,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.2417373
1/3/1997,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,19.4,A,7,18.3,A,7,93,A,7,1013,A,7,190,A,7,3.6,A,7,16000,B,7,762,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.1147926
1/3/1997,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,19.4,A,7,18.9,A,7,97,A,7,1014,A,7,220,A,7,4.6,A,7,16000,B,7,579,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.9386581
1/3/1997,8:00,115,1332,19,1,24,0,1,27,19,1,24,22,1,24,0,1,27,22,1,24,70,1,43,10,E,9,10,A,7,19.4,A,7,18.9,A,7,97,A,7,1014,A,7,170,A,7,3.1,A,7,16000,B,7,427,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.7888246
1/3/1997,9:00,369,1415,58,1,24,0,1,27,58,1,24,68,1,24,0,1,27,68,1,24,232,1,43,10,E,9,10,A,7,20,A,7,19,A,7,94,A,7,1014,A,7,190,A,7,3.6,A,7,16100,B,7,480,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.7493339
1/3/1997,10:00,583,1415,108,1,24,0,1,27,108,1,24,126,1,24,0,1,27,126,1,24,457,1,43,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1014,A,7,200,A,7,5.2,A,7,16000,B,7,427,A,7,2.5,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,290.8118193
1/3/1997,11:00,739,1415,148,1,24,0,1,27,148,1,24,173,1,24,0,1,27,173,1,24,653,1,43,10,E,9,10,A,7,21.7,A,7,18.3,A,7,81,A,7,1014,A,7,220,A,7,6.2,A,7,16000,B,7,884,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.1294997
1/3/1997,12:00,826,1415,170,1,24,0,1,27,170,1,24,200,1,24,0,1,27,200,1,24,767,1,43,10,E,9,10,A,7,22.8,A,7,18.3,A,7,76,A,7,1013,A,7,200,A,7,5.7,A,7,16000,B,7,610,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,291.7518885
1/3/1997,13:00,838,1415,427,1,24,255,1,27,275,1,24,455,1,24,270,1,27,295,1,24,695,1,43,10,E,9,9,A,7,23.9,A,7,17.8,A,7,69,A,7,1011,A,7,200,A,7,6.7,A,7,16000,B,7,762,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,293.7541
1/3/1997,14:00,774,1415,499,1,24,517,1,27,216,1,24,522,1,24,523,1,27,234,1,24,487,1,43,9,E,9,5,A,7,25,A,7,18.3,A,7,66,A,7,1010,A,7,190,A,7,5.7,A,7,16000,B,7,77777,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,297.9333503
1/3/1997,15:00,639,1415,366,1,24,429,1,27,172,1,24,381,1,24,421,1,27,190,1,24,354,1,43,9,E,9,5,A,7,24.4,A,7,17.8,A,7,67,A,7,1010,A,7,190,A,7,6.2,A,7,16000,B,7,77777,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,298.9293193
1/3/1997,16:00,441,1415,173,1,24,209,1,27,107,1,24,184,1,24,192,1,27,124,1,24,210,1,43,9,E,9,5,A,7,24.4,A,7,17.8,A,7,67,A,7,1010,A,7,210,A,7,6.7,A,7,16000,B,7,77777,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,297.806879
1/3/1997,17:00,196,1415,82,1,24,291,1,27,41,1,24,86,1,24,181,1,27,60,1,24,73,1,43,0,E,9,0,A,7,22.8,A,7,17.2,A,7,71,A,7,1010,A,7,190,A,7,6.7,A,7,16000,B,7,77777,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,296.7085691
1/3/1997,18:00,8,366,0,1,24,0,1,27,0,1,24,0,1,24,0,1,27,0,1,24,0,1,43,10,E,9,9,A,7,21.7,A,7,17.2,A,7,76,A,7,1010,A,7,180,A,7,4.6,A,7,16000,B,7,914,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,294.7867454
1/3/1997,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,B,8,10,B,8,21.1,A,7,17.8,A,7,81,A,7,1010,A,7,180,A,7,6.2,A,7,16000,B,7,1006,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,293.0943658
1/3/1997,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,21.1,A,7,18.3,A,7,84,A,7,1010,A,7,180,A,7,5.2,A,7,16000,B,7,1128,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.753181
1/3/1997,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,20,A,7,18.3,A,7,90,A,7,1010,A,7,180,A,7,5.7,A,7,16000,B,7,1067,A,7,2.6,E,8,0,F,8,0,F,8,0,1,D,9,10,C,8,292.91248
1/3/1997,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1010,A,7,180,A,7,6.2,A,7,16000,B,7,792,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.3443841
1/3/1997,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1010,A,7,190,A,7,5.2,A,7,16000,B,7,762,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.1405837
1/3/1997,24:00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,21,A,7,18,A,7,83,A,7,1010,A,7,190,A,7,5.1,A,7,16100,B,7,990,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.1821449
1/4/1997,1:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1010,A,7,200,A,7,6.2,A,7,16000,B,7,853,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.1440594
1/4/1997,2:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1010,A,7,190,A,7,7.2,A,7,16000,B,7,518,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.0479678
1/4/1997,3:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1010,A,7,190,A,7,7.2,A,7,16000,B,7,457,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.0039129
1/4/1997,4:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.3,A,7,87,A,7,1009,A,7,200,A,7,7.7,A,7,16000,B,7,457,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,291.9838246
1/4/1997,5:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,9,A,7,20,A,7,18.9,A,7,93,A,7,1008,A,7,190,A,7,6.7,A,7,16000,B,7,366,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,291.7751371
1/4/1997,6:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.9,A,7,90,A,7,1008,A,7,190,A,7,7.2,A,7,16000,B,7,366,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,291.7627275
1/4/1997,7:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,E,9,10,A,7,20.6,A,7,18.9,A,7,90,A,7,1009,A,7,210,A,7,7.7,A,7,16000,B,7,305,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,291.8747813
1/4/1997,8:00,114,1332,17,1,24,0,1,27,17,1,24,20,1,24,0,1,27,20,1,24,63,1,43,10,E,9,10,A,7,21.1,A,7,18.9,A,7,87,A,7,1009,A,7,200,A,7,7.2,A,7,16000,B,7,427,A,7,2.7,E,8,0,F,8,0,F,8,0,1,D,9,61,C,8,292.037169
